	Category	Start Date	Status	Name		Duration	Linked	Owner	Details	
	Operation	"10/5/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"10/5/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"9/5/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"8/5/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"6/5/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"3/5/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"3/5/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"2/5/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"1/5/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"29/4/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"26/4/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"26/4/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"25/4/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"24/4/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"22/4/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"19/4/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"19/4/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"18/4/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"17/4/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"15/4/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"12/4/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"12/4/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"11/4/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"10/4/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"8/4/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"5/4/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"5/4/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"4/4/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"3/4/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"1/4/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"29/3/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"29/3/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"28/3/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"27/3/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"25/3/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"22/3/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"22/3/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"21/3/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"20/3/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"18/3/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"15/3/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"15/3/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"14/3/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"13/3/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"11/3/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"8/3/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"8/3/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"7/3/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"6/3/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"4/3/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"1/3/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"1/3/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"29/2/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"28/2/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"26/2/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"23/2/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"23/2/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"22/2/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"21/2/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"19/2/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"16/2/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"16/2/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"15/2/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"14/2/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"12/2/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"9/2/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"9/2/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"8/2/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"7/2/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"5/2/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"2/2/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"2/2/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"1/2/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"31/1/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"29/1/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"26/1/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"26/1/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"25/1/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"24/1/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"22/1/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"19/1/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"19/1/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"18/1/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"17/1/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"15/1/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"12/1/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"12/1/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"11/1/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"10/1/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"8/1/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"5/1/2024, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"5/1/2024, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"4/1/2024, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"3/1/2024, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"1/1/2024, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"29/12/2023, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"29/12/2023, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"28/12/2023, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"27/12/2023, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"25/12/2023, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"22/12/2023, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"22/12/2023, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"21/12/2023, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"20/12/2023, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"18/12/2023, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"15/12/2023, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"15/12/2023, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"14/12/2023, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"13/12/2023, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"11/12/2023, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"8/12/2023, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"8/12/2023, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"7/12/2023, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"6/12/2023, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"4/12/2023, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"1/12/2023, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"1/12/2023, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"30/11/2023, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"29/11/2023, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"27/11/2023, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"24/11/2023, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"24/11/2023, 3:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"23/11/2023, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"22/11/2023, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
